"DATE","TIME PERIOD","AAA yield curve - Beta 0 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA0)","AAA yield curve - Beta 1 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA1)","AAA yield curve - Beta 2 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA2)","AAA yield curve - Beta 3 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA3)","AAA yield curve - Tau 1 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.TAU1)","AAA yield curve - Tau 2 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.TAU2)"
"2008-01-25","25 Jan 2008","5.024559","-1.102492","-0.502082","-3.404057","0.914908","2.370241"
"2008-01-28","28 Jan 2008","4.984302","-1.030588","-0.491645","-3.405317","1.279950","2.299760"
"2008-01-29","29 Jan 2008","5.011624","-1.046525","-0.458653","-3.361009","1.294378","2.290825"
"2008-01-30","30 Jan 2008","5.070551","-1.147596","-0.425152","-3.320392","1.333690","2.354386"
"2008-01-31","31 Jan 2008","5.019905","-1.068194","-0.929172","-3.348916","1.148687","2.418356"
"2008-02-01","01 Feb 2008","4.997551","-1.034593","-0.911390","-3.318693","1.129431","2.431945"
"2008-02-04","04 Feb 2008","4.963899","-0.967553","-0.918297","-3.289158","1.117247","2.385485"
"2008-02-05","05 Feb 2008","4.911984","-0.910942","-0.994511","-3.302686","1.361154","2.229927"
"2008-02-06","06 Feb 2008","4.934961","-0.906376","-1.214405","-3.400002","1.094850","2.257706"
"2008-02-07","07 Feb 2008","4.984927","-0.952500","-1.446445","-3.561896","1.131609","2.198560"
"2008-02-08","08 Feb 2008","5.015037","-0.975191","-1.695972","-3.751944","0.965642","2.232794"
"2008-02-11","11 Feb 2008","4.986862","-0.908822","-1.632268","-3.721860","1.087468","2.127514"
"2008-02-12","12 Feb 2008","5.079694","-1.033704","-1.577949","-3.674402","1.130073","2.168523"
"2008-02-13","13 Feb 2008","5.115569","-1.041285","-1.581268","-3.665392","1.149910","2.144059"
"2008-02-14","14 Feb 2008","5.101145","-1.052830","-1.439129","-3.524959","1.157420","2.109797"
"2008-02-15","15 Feb 2008","5.076862","-1.002290","-1.470200","-3.557253","1.266504","2.016411"
"2008-02-18","18 Feb 2008","5.119300","-1.055465","-1.373079","-3.470220","1.279112","2.078434"
"2008-02-19","19 Feb 2008","5.105081","-1.048305","-1.234585","-3.388890","1.426220","1.981705"
"2008-02-20","20 Feb 2008","5.083237","-1.009143","-1.171865","-3.324630","1.410859","1.978698"
"2008-02-21","21 Feb 2008","5.085931","-1.041031","-0.975773","-3.153806","1.428639","2.082940"
"2008-02-22","22 Feb 2008","5.107055","-1.079313","-1.009102","-3.216552","1.513784","2.173154"
"2008-02-25","25 Feb 2008","5.140981","-1.118308","-1.047755","-3.253565","1.542133","2.167638"
"2008-02-26","26 Feb 2008","5.178012","-1.166955","-0.970069","-3.158879","1.578501","2.160275"
"2008-02-27","27 Feb 2008","5.210690","-1.186161","-1.068771","-3.249013","1.684936","2.079507"
"2008-02-28","28 Feb 2008","5.189102","-1.146185","-1.124635","-3.302261","1.751668","2.017096"
"2008-02-29","29 Feb 2008","5.131154","-1.084374","-1.241037","-3.427926","1.920157","1.908204"
"2008-03-03","03 Mar 2008","5.154966","-1.119211","-1.257653","-3.441493","1.990526","2.050304"
"2008-03-04","04 Mar 2008","5.177195","-1.132097","-1.232102","-3.413551","2.012894","2.131595"
"2008-03-05","05 Mar 2008","5.209321","-1.150654","-1.225322","-3.404263","2.024179","2.102951"
"2008-03-06","06 Mar 2008","5.213009","-1.118063","-1.238151","-3.417868","2.042711","2.137412"
"2008-03-07","07 Mar 2008","5.251166","-1.182927","-1.255494","-3.438516","2.105421","2.210839"
"2008-03-10","10 Mar 2008","5.271092","-1.214040","-1.318570","-3.495730","2.170469","2.215323"
"2008-03-11","11 Mar 2008","5.294698","-1.254305","-1.171110","-3.353014","2.262380","2.444022"
"2008-03-12","12 Mar 2008","5.235490","-1.208906","-1.105475","-3.279139","2.259461","2.483582"
"2008-03-13","13 Mar 2008","5.229123","-1.186215","-1.229720","-3.386556","2.286400","2.336596"
"2008-03-14","14 Mar 2008","5.289058","-1.265818","-1.209426","-3.363960","2.325515","2.419628"
"2008-03-17","17 Mar 2008","5.303394","-1.307108","-1.363425","-3.437801","2.347015","2.252326"
"2008-03-18","18 Mar 2008","5.380439","-1.394255","-1.269264","-3.327847","2.405688","2.417954"
"2008-03-19","19 Mar 2008","5.250918","-1.282824","-1.076656","-3.095312","2.342529","2.538785"
"2008-03-20","20 Mar 2008","5.104920","-1.152100","-0.833592","-2.832221","2.237399","2.700901"
"2008-03-25","25 Mar 2008","5.094681","-1.117478","-0.700480","-2.621572","2.231755","2.775526"
"2008-03-26","26 Mar 2008","5.184650","-1.204351","-0.733049","-2.687159","2.322952","2.889603"
"2008-03-27","27 Mar 2008","5.305355","-1.350097","-0.829190","-2.743188","2.389160","2.838083"
"2008-03-28","28 Mar 2008","5.287724","-1.350748","-0.734099","-2.652744","2.370721","2.901781"
"2008-03-31","31 Mar 2008","5.244579","-1.292501","-0.741412","-2.649398","2.372023","2.820609"
"2008-04-01","01 Apr 2008","5.221022","-1.279140","-0.617795","-2.529555","2.375050","2.912432"
"2008-04-02","02 Apr 2008","5.118377","-1.141937","-0.575479","-2.434135","2.308647","2.685390"
"2008-04-03","03 Apr 2008","5.192341","-1.220730","-0.624740","-2.474186","2.362254","2.657051"
"2008-04-04","04 Apr 2008","5.136631","-1.176561","-0.621522","-2.472427","2.390554","2.656049"
"2008-04-07","07 Apr 2008","5.132993","-1.187254","-0.494335","-2.356049","2.375970","2.683376"
"2008-04-08","08 Apr 2008","5.149743","-1.188551","-0.519014","-2.376159","2.389722","2.636601"
"2008-04-09","09 Apr 2008","5.127838","-1.164183","-0.513010","-2.356267","2.359960","2.457314"
"2008-04-10","10 Apr 2008","5.121824","-1.133580","-0.629801","-2.442359","2.528964","2.454363"
"2008-04-11","11 Apr 2008","5.085597","-1.095456","-0.671660","-2.484343","2.554006","2.457362"
"2008-04-14","14 Apr 2008","5.123014","-1.118340","-0.663221","-2.474247","2.559050","2.488583"
"2008-04-15","15 Apr 2008","5.157048","-1.163546","-0.592241","-2.369701","2.607186","2.639281"
"2008-04-16","16 Apr 2008","5.206934","-1.228350","-0.549559","-2.320513","2.662853","2.782211"
"2008-04-17","17 Apr 2008","5.266614","-1.321063","-0.406878","-2.161870","2.783774","2.899841"
"2008-04-18","18 Apr 2008","5.381494","-1.456042","-0.208849","-2.138725","2.941816","3.764579"
"2008-04-21","21 Apr 2008","5.335719","-1.407053","-0.198209","-2.104631","2.958580","3.537539"
"2008-04-22","22 Apr 2008","5.166219","-1.393603","3.311004","-5.486560","1.294452","2.061499"
"2008-04-23","23 Apr 2008","5.158004","-1.363742","3.221217","-5.561406","1.362297","2.052062"
"2008-04-24","24 Apr 2008","5.181014","-1.359941","3.167457","-5.606295","1.355818","1.993623"
"2008-04-25","25 Apr 2008","5.215390","-1.382245","3.132362","-5.639216","1.399334","2.047284"
"2008-04-28","28 Apr 2008","5.246415","-1.395953","3.099273","-5.661685","1.440990","2.026816"
"2008-04-29","29 Apr 2008","5.193714","-1.319873","3.068883","-5.691883","1.452990","1.992548"
"2008-04-30","30 Apr 2008","5.086166","-1.207496","3.126527","-5.603875","1.376880","1.898995"
"2008-05-02","02 May 2008","5.145264","-1.288418","3.221458","-5.508760","1.526013","2.031020"
"2008-05-05","05 May 2008","5.044966","-1.182299","3.231676","-5.464129","1.341275","1.850771"
"2008-05-06","06 May 2008","5.024418","-1.131146","3.093962","-5.645090","1.286342","1.778802"
"2008-05-07","07 May 2008","5.066407","-1.186111","3.115644","-5.607076","1.258527","1.741226"
"2008-05-08","08 May 2008","4.984884","-1.129983","3.054950","-5.573231","1.123503","1.669767"
"2008-05-09","09 May 2008","4.948495","-1.095934","2.923851","-5.646756","1.041630","1.647262"
"2008-05-12","12 May 2008","4.983011","-1.126651","2.972125","-5.579190","1.198294","1.807269"
"2008-05-13","13 May 2008","5.063418","-1.254571","3.089322","-5.466783","1.229178","1.889842"
"2008-05-14","14 May 2008","5.164164","-1.367435","3.115359","-5.448639","1.334207","2.053215"
"2008-05-15","15 May 2008","5.201347","-1.444562","3.207739","-5.354681","1.266727","2.024227"
"2008-05-16","16 May 2008","5.164426","-1.392747","3.270808","-5.272559","1.378793","2.139309"
"2008-05-19","19 May 2008","5.147245","-1.354350","3.252555","-5.291854","1.365340","2.093824"
"2008-05-20","20 May 2008","5.137266","-1.341774","3.275786","-5.267523","1.355005","2.097727"
"2008-05-21","21 May 2008","5.172670","-1.394792","3.417691","-5.168717","1.341536","2.118327"
"2008-05-22","22 May 2008","5.190968","-1.454059","3.515730","-5.087274","1.281660","2.120605"
"2008-05-23","23 May 2008","5.163320","-1.449556","3.562010","-5.035705","1.275662","2.186235"
"2008-05-26","26 May 2008","5.159217","-1.444894","3.575812","-5.014789","1.259847","2.123552"
"2008-05-27","27 May 2008","5.170649","-1.457488","3.567638","-5.022731","1.268052","2.105084"
"2008-05-28","28 May 2008","5.209729","-1.501992","3.593717","-4.988230","1.282566","2.107718"
"2008-05-29","29 May 2008","5.284686","-1.625980","3.691661","-4.873662","1.251829","2.104165"
"2008-05-30","30 May 2008","5.195351","-1.521979","3.702997","-4.847956","1.199602","2.018475"
"2008-06-02","02 Jun 2008","5.196099","-1.491871","3.635455","-4.935944","1.203888","2.005922"
"2008-06-03","03 Jun 2008","5.300606","-1.649504","3.665491","-4.914834","1.166882","2.076948"
"2008-06-04","04 Jun 2008","5.236572","-1.559211","3.628066","-4.952202","1.170698","2.026254"
"2008-06-05","05 Jun 2008","5.252233","-1.617849","3.996436","-4.630709","1.118961","2.139833"
"2008-06-06","06 Jun 2008","4.957436","-1.273517","4.355285","-4.042260","1.035919","1.831267"
"2008-06-09","09 Jun 2008","4.896692","-1.232115","4.558085","-3.770389","1.046176","1.723138"
"2008-06-10","10 Jun 2008","4.964221","-1.215657","4.318886","-3.938486","1.064534","1.637087"
"2008-06-11","11 Jun 2008","5.048989","-1.235041","4.094520","-4.148804","1.108716","1.681195"
"2008-06-12","12 Jun 2008","5.084433","-1.253227","4.124995","-4.090174","1.167653","1.714641"
"2008-06-13","13 Jun 2008","5.039435","-1.160815","4.210824","-3.982923","1.212077","1.666448"
"2008-06-16","16 Jun 2008","4.952608","-1.074683","4.491405","-3.689770","1.236005","1.644862"
"2008-06-17","17 Jun 2008","4.952585","-1.008618","4.337156","-3.851807","1.288822","1.690341"
"2008-06-18","18 Jun 2008","4.847666","-0.961109","4.449718","-3.709965","1.178380","1.474742"
"2008-06-19","19 Jun 2008","4.815450","-0.924605","4.587242","-3.551944","1.233647","1.476962"
"2008-06-20","20 Jun 2008","4.850132","-0.915762","4.366302","-3.751086","1.215412","1.531138"
"2008-06-23","23 Jun 2008","4.868243","-0.913681","4.265395","-3.853637","1.232646","1.571929"
"2008-06-24","24 Jun 2008","4.940621","-0.943900","4.084537","-4.035855","1.184699","1.519362"
"2008-06-25","25 Jun 2008","4.995447","-0.993348","4.108536","-4.022433","1.315745","1.750095"
"2008-06-26","26 Jun 2008","5.038216","-0.965891","3.924697","-4.217197","1.366151","1.856655"
"2008-06-27","27 Jun 2008","5.163660","-1.100128","3.722767","-4.435226","1.423475","2.051099"
"2008-06-30","30 Jun 2008","5.139895","-1.096327","4.020507","-4.195306","1.455245","2.073231"
"2008-07-01","01 Jul 2008","5.105811","-1.027399","3.928491","-4.292141","1.422848","2.040149"
"2008-07-02","02 Jul 2008","5.099482","-1.016056","4.112851","-4.133913","1.508301","2.068614"
"2008-07-03","03 Jul 2008","5.069321","-0.994781","3.905928","-4.353247","1.244544","1.673590"
"2008-07-04","04 Jul 2008","5.173462","-1.108077","3.717801","-4.555236","1.358962","1.954187"
"2008-07-07","07 Jul 2008","5.150858","-1.089143","3.633368","-4.614506","1.427308","2.110927"
"2008-07-08","08 Jul 2008","5.151161","-1.074072","3.617501","-4.632410","1.467780","2.150826"
"2008-07-09","09 Jul 2008","5.140724","-1.058540","3.664353","-4.594990","1.538797","2.293162"
"2008-07-10","10 Jul 2008","5.119741","-1.005881","3.627317","-4.631993","1.583279","2.297517"
"2008-07-11","11 Jul 2008","5.178703","-1.024475","3.532281","-4.744410","1.780068","2.512909"
"2008-07-14","14 Jul 2008","5.210219","-1.088593","3.511460","-4.769226","1.743238","2.487474"
"2008-07-15","15 Jul 2008","5.176960","-1.060057","3.420393","-4.867723","1.662933","2.342407"
"2008-07-16","16 Jul 2008","5.184902","-1.069727","3.510002","-4.778668","1.731354","2.380378"
"2008-07-17","17 Jul 2008","5.170267","-1.057067","3.632314","-4.648764","1.797151","2.409489"
"2008-07-18","18 Jul 2008","5.206295","-1.110840","3.790461","-4.485502","1.733032","2.372621"
"2008-07-21","21 Jul 2008","5.128335","-1.088511","4.037162","-4.152251","1.510655","2.100704"
"2008-07-22","22 Jul 2008","5.137316","-1.060848","3.939513","-4.255495","1.530940","2.057743"
"2008-07-23","23 Jul 2008","5.150157","-1.098746","4.006070","-4.186255","1.555115","2.087845"
"2008-07-24","24 Jul 2008","5.096123","-0.952457","3.781107","-4.412348","1.626483","2.030220"
"2008-07-25","25 Jul 2008","5.123711","-0.943197","3.681486","-4.516908","1.601887","2.024928"
"2008-07-28","28 Jul 2008","5.128045","-0.913582","3.565649","-4.641955","1.587178","1.985946"
"2008-07-29","29 Jul 2008","5.141516","-0.958009","3.519336","-4.692612","1.534987","2.010472"
"2008-07-30","30 Jul 2008","5.066138","-0.931041","3.556666","-4.651202","1.440882","1.926864"
"2008-07-31","31 Jul 2008","5.023010","-0.906996","3.512331","-4.698133","1.302682","1.824432"
"2008-08-01","01 Aug 2008","5.025265","-0.910273","3.472344","-4.741409","1.259139","1.841832"
"2008-08-04","04 Aug 2008","5.006366","-0.862876","3.450053","-4.760455","1.255968","1.811929"
"2008-08-05","05 Aug 2008","5.001529","-0.861332","3.409808","-4.795669","1.219342","1.807325"
"2008-08-06","06 Aug 2008","5.034493","-0.884045","3.365879","-4.840250","1.249857","1.855609"
"2008-08-07","07 Aug 2008","5.092031","-0.913259","3.045697","-5.192629","1.233824","1.858052"
"2008-08-08","08 Aug 2008","5.180107","-0.916935","2.830334","-5.409905","1.413726","2.034009"
"2008-08-11","11 Aug 2008","5.187653","-0.922237","2.870020","-5.366373","1.411447","2.025354"
"2008-08-12","12 Aug 2008","5.123348","-0.823778","2.844953","-5.380523","1.430388","2.020909"
"2008-08-13","13 Aug 2008","5.144466","-0.808426","2.753403","-5.475660","1.434275","1.990685"
"2008-08-14","14 Aug 2008","5.155068","-0.774725","2.690219","-5.539886","1.526992","2.042672"
"2008-08-15","15 Aug 2008","5.125248","-0.871603","2.797412","-5.424527","1.334509","1.971015"
"2008-08-18","18 Aug 2008","5.110082","-0.833622","2.737106","-5.485906","1.354567","1.988603"
"2008-08-19","19 Aug 2008","5.132894","-0.821058","2.583402","-5.645839","1.426397","2.037812"
"2008-08-20","20 Aug 2008","5.103947","-0.790988","2.663793","-5.556139","1.459965","2.066703"
"2008-08-21","21 Aug 2008","5.168198","-0.882564","2.830317","-5.438337","1.565833","2.182333"
"2008-08-22","22 Aug 2008","5.145164","-0.873962","2.972687","-5.290367","1.645222","2.225030"
"2008-08-25","25 Aug 2008","5.084553","-0.811889","2.866826","-5.411019","1.479523","2.089233"
"2008-08-26","26 Aug 2008","5.118879","-0.839255","2.712898","-5.569028","1.465267","2.089533"
"2008-08-27","27 Aug 2008","5.170479","-0.958720","2.960335","-5.395139","1.460026","2.129247"
"2008-08-28","28 Aug 2008","5.074110","-0.879822","3.192123","-5.140004","1.565906","2.186531"
"2008-08-29","29 Aug 2008","4.995130","-0.747237","3.172993","-5.156634","1.623894","2.119253"
"2008-09-01","01 Sep 2008","4.969196","-0.678928","3.000738","-5.338154","1.453053","1.940360"
"2008-09-02","02 Sep 2008","5.048748","-0.792569","3.089704","-5.257332","1.471388","1.985512"
"2008-09-03","03 Sep 2008","5.080064","-0.799927","2.963454","-5.389115","1.442466","2.020391"
"2008-09-04","04 Sep 2008","5.093452","-0.842610","2.892893","-5.475433","1.258074","1.952538"
"2008-09-05","05 Sep 2008","5.084948","-0.771559","2.630399","-5.723468","1.278918","2.026159"
"2008-09-08","08 Sep 2008","5.109473","-0.816537","2.718573","-5.587125","1.252212","1.966305"
"2008-09-09","09 Sep 2008","5.135889","-0.844999","2.701624","-5.597647","1.227996","1.939190"
"2008-09-10","10 Sep 2008","5.151463","-0.832419","2.643544","-5.646975","1.361061","2.020825"
"2008-09-11","11 Sep 2008","5.214640","-0.851264","2.434286","-5.862061","1.442370","2.118136"
"2008-09-12","12 Sep 2008","5.258753","-0.903554","2.527309","-5.760795","1.554409","2.146622"
"2008-09-15","15 Sep 2008","5.309729","-0.905856","2.179649","-6.127318","1.640449","2.135235"
"2008-09-16","16 Sep 2008","5.200378","-0.849803","2.296935","-5.974795","2.046709","2.218308"
"2008-09-17","17 Sep 2008","5.251157","-0.883580","2.363183","-5.877059","1.990136","2.217786"
"2008-09-18","18 Sep 2008","5.415892","-1.116940","2.303569","-5.943119","1.962801","2.345450"
"2008-09-19","19 Sep 2008","5.467364","-1.165271","2.607964","-5.621615","2.375228","2.603335"
"2008-09-22","22 Sep 2008","5.559626","-1.387498","2.679325","-5.527431","1.923588","2.537190"
"2008-09-23","23 Sep 2008","5.505804","-1.356100","2.673835","-5.522641","1.988196","2.488289"
"2008-09-24","24 Sep 2008","5.383208","-1.259787","2.669337","-5.500401","2.074969","2.386974"
"2008-09-25","25 Sep 2008","5.350752","-1.278583","2.790666","-5.374203","2.078852","2.347175"
"2008-09-26","26 Sep 2008","5.349491","-1.349480","2.710880","-5.446511","2.077956","2.301537"
"2008-09-29","29 Sep 2008","5.267176","-1.198523","2.502255","-5.607255","2.313075","2.158496"
"2008-09-30","30 Sep 2008","5.105655","-1.335392","2.765023","-5.404536","1.903901","1.968787"
"2008-10-01","01 Oct 2008","4.936329","-1.082347","2.753799","-5.387792","1.629472","1.630097"
"2008-10-02","02 Oct 2008","4.872234","-0.824730","2.394300","-5.705982","1.374144","1.372236"
"2008-10-03","03 Oct 2008","4.646834","-0.260905","1.809012","-5.861470","1.346102","1.108837"
"2008-10-06","06 Oct 2008","4.619720","0.181309","1.019169","-6.309633","0.999090","0.963654"
"2008-10-07","07 Oct 2008","4.390130","-4.380130","13.456637","-10.688496","0.250000","0.503793"
"2008-10-08","08 Oct 2008","4.337796","-4.141689","13.395545","-10.755392","0.260605","0.528368"
"2008-10-09","09 Oct 2008","4.552718","-3.998473","13.082552","-11.354148","0.250000","0.517698"
"2008-10-10","10 Oct 2008","4.659142","-3.234555","10.304552","-10.358827","0.250000","0.572177"
"2008-10-13","13 Oct 2008","4.810551","-2.538716","9.344670","-11.310664","0.319748","0.571163"
"2008-10-14","14 Oct 2008","4.766638","-2.058856","9.024951","-11.386765","0.323541","0.533182"
"2008-10-15","15 Oct 2008","5.037667","-1.066049","8.164624","-12.797331","0.998761","0.998960"
"2008-10-16","16 Oct 2008","5.159539","-1.379581","8.086787","-12.881341","1.052251","1.088559"
"2008-10-17","17 Oct 2008","4.880892","-3.382406","9.036182","-10.695047","0.347813","0.704286"
"2008-10-20","20 Oct 2008","4.938043","-3.816255","5.444270","-7.531106","0.250000","0.822519"
"2008-10-21","21 Oct 2008","4.949817","-4.357987","5.608947","-7.381620","0.250000","0.893418"
"2008-10-22","22 Oct 2008","4.889138","-3.816607","4.234423","-7.069966","0.250000","0.950098"
"2008-10-23","23 Oct 2008","4.756940","-3.673709","4.386130","-6.874244","0.250000","0.905470"
"2008-10-24","24 Oct 2008","4.669269","-3.984230","5.842227","-7.409984","0.250000","0.821296"
"2008-10-27","27 Oct 2008","4.767392","-4.679367","6.603724","-7.956939","0.250000","0.850384"
"2008-10-28","28 Oct 2008","4.834031","-4.824031","7.333829","-8.721021","0.261296","0.833544"
"2008-10-29","29 Oct 2008","4.880746","-4.870746","7.280931","-8.733215","0.272836","0.850459"
"2008-10-30","30 Oct 2008","4.948814","-4.830359","5.858268","-8.020655","0.250000","0.929012"
"2008-10-31","31 Oct 2008","4.969479","-4.959479","6.300640","-8.415479","0.250000","0.889212"
"2008-11-03","03 Nov 2008","5.005328","-4.762525","5.661508","-8.103056","0.250000","0.917640"
"2008-11-04","04 Nov 2008","4.995514","-4.985514","6.059131","-8.219784","0.250000","0.915863"
"2008-11-05","05 Nov 2008","5.068332","-5.035177","5.044304","-7.843903","0.250000","1.018478"
"2008-11-06","06 Nov 2008","5.148704","-3.848223","1.158617","-7.002628","0.250000","1.198189"
"2008-11-07","07 Nov 2008","5.104340","-4.017881","1.861769","-7.348786","0.250000","1.189925"
"2008-11-10","10 Nov 2008","5.072814","-3.910457","1.711275","-7.218097","0.250000","1.184390"
"2008-11-11","11 Nov 2008","5.146903","-3.368333","1.018315","-7.176188","0.347577","1.275221"
"2008-11-12","12 Nov 2008","5.165877","-2.616722","-0.661406","-5.758007","0.625703","1.469108"
"2008-11-13","13 Nov 2008","5.244444","-2.785804","-0.210432","-6.314584","0.649153","1.480588"
"2008-11-14","14 Nov 2008","5.310522","-2.826623","-0.708542","-4.998024","0.931073","1.781316"
"2008-11-17","17 Nov 2008","5.285745","-2.889376","-0.691232","-5.017474","0.930975","1.750786"
"2008-11-18","18 Nov 2008","5.210470","-2.953643","0.485523","-6.196235","0.794117","1.522039"
"2008-11-19","19 Nov 2008","5.121029","-2.783954","0.510438","-4.946892","1.319587","1.655262"
"2008-11-20","20 Nov 2008","4.962111","-2.721581","0.630776","-4.707742","1.457670","1.574071"
"2008-11-21","21 Nov 2008","4.907207","-2.727426","0.707180","-4.638702","1.365961","1.563863"
"2008-11-24","24 Nov 2008","4.855702","-2.564430","0.684468","-4.650366","1.390832","1.476112"
"2008-11-25","25 Nov 2008","4.730176","-2.557339","0.907031","-4.341342","1.311558","1.493674"
"2008-11-26","26 Nov 2008","4.597916","-2.501448","0.978143","-4.179659","1.244850","1.399202"
"2008-11-27","27 Nov 2008","4.566987","-2.540608","1.038952","-4.117245","1.195800","1.366942"
"2008-11-28","28 Nov 2008","4.491838","-2.490206","1.042367","-4.114591","1.201328","1.327612"
"2008-12-01","01 Dec 2008","4.450664","-2.413105","1.074274","-3.944961","1.390426","1.470871"
"2008-12-02","02 Dec 2008","4.317807","-2.304185","1.134245","-3.867557","1.295865","1.362710"
"2008-12-03","03 Dec 2008","4.009382","-1.859359","0.936588","-3.479545","1.293319","0.998413"
"2008-12-04","04 Dec 2008","0.010000","2.214396","8.863043","-1.730587","11.756806","0.557556"
"2008-12-05","05 Dec 2008","0.339517","1.940363","8.601094","-1.591086","12.742162","0.479338"
"2008-12-08","08 Dec 2008","0.010000","2.323401","9.207926","-1.612072","13.517828","0.415871"
"2008-12-09","09 Dec 2008","0.227697","2.239868","9.020615","-1.896327","14.203515","0.363126"
"2008-12-10","10 Dec 2008","0.347556","2.154524","9.017260","-2.156326","14.596716","0.364366"
"2008-12-11","11 Dec 2008","0.262524","2.161727","9.389977","-1.942946","14.457500","0.406613"
"2008-12-12","12 Dec 2008","0.218737","2.126109","9.625155","-1.745543","14.401502","0.429551"
"2008-12-15","15 Dec 2008","0.192733","2.018596","10.224444","-1.333170","13.956173","0.427926"
"2008-12-16","16 Dec 2008","0.072492","2.148659","10.096146","-1.469619","13.808731","0.435685"
"2008-12-17","17 Dec 2008","0.010287","2.087821","10.071279","-1.502780","13.168998","0.588415"
"2008-12-18","18 Dec 2008","0.024759","1.910357","10.179762","-1.117751","12.253260","0.668161"
"2008-12-19","19 Dec 2008","0.062508","1.727592","10.492571","-0.847533","12.158824","0.908214"
"2008-12-22","22 Dec 2008","0.056401","1.698643","10.466349","-0.793286","12.126963","0.857475"
"2008-12-23","23 Dec 2008","0.072686","1.564350","10.662251","-0.481038","11.999538","0.986139"
"2008-12-24","24 Dec 2008","0.087443","1.652057","10.488102","-0.770498","12.145166","0.908842"
"2008-12-29","29 Dec 2008","0.079015","1.584760","10.563983","-0.679540","12.057910","0.745929"
"2008-12-30","30 Dec 2008","0.084856","1.621834","10.549618","-0.760603","12.057656","0.865329"
"2008-12-31","31 Dec 2008","0.088160","1.689332","10.443117","-0.960391","12.150231","0.861831"
"2009-01-02","02 Jan 2009","0.108792","1.611718","10.426767","-0.958181","12.040810","0.750536"
"2009-01-05","05 Jan 2009","0.169175","1.509803","10.714462","-1.009914","11.895374","1.047267"
"2009-01-06","06 Jan 2009","0.010000","1.598177","11.598626","-0.739861","12.388537","1.047100"
"2009-01-07","07 Jan 2009","0.352788","1.418221","11.118991","-1.540248","13.456747","0.616249"
"2009-01-08","08 Jan 2009","0.383307","1.493448","10.785753","-2.052377","13.605817","0.617398"
"2009-01-09","09 Jan 2009","0.340759","1.435769","10.873715","-2.146737","13.387501","0.610651"
"2009-01-12","12 Jan 2009","0.343588","1.402202","10.910326","-2.125898","13.381319","0.573094"
"2009-01-13","13 Jan 2009","0.444345","1.209559","11.021677","-1.878020","13.544833","0.581218"
"2009-01-14","14 Jan 2009","0.529582","1.070976","11.113031","-1.699636","13.659261","0.622114"
"2009-01-15","15 Jan 2009","0.387223","1.259563","10.911979","-1.908789","13.496395","0.531260"
"2009-01-16","16 Jan 2009","0.568031","1.326967","10.518226","-2.691818","14.184578","0.497393"
"2009-01-19","19 Jan 2009","0.519246","1.176375","11.101117","-2.080280","13.934714","0.493018"
"2009-01-20","20 Jan 2009","0.449759","1.282196","11.151624","-2.365063","13.749020","0.495710"
"2009-01-21","21 Jan 2009","0.459137","1.288145","11.256601","-2.609369","13.659231","0.482302"
"2009-01-22","22 Jan 2009","0.245484","1.339764","11.993909","-2.369662","12.717687","0.536927"
"2009-01-23","23 Jan 2009","0.651458","0.904921","11.969325","-2.353046","13.809073","0.523078"
"2009-01-26","26 Jan 2009","0.660494","0.984648","12.093373","-2.327234","13.549824","0.384564"
"2009-01-27","27 Jan 2009","0.414523","1.360044","12.010599","-2.754902","13.057957","0.395162"
"2009-01-28","28 Jan 2009","0.418081","1.305215","11.633835","-2.766913","13.204531","0.390582"
"2009-01-29","29 Jan 2009","0.045899","1.456061","12.341752","-2.158839","11.978907","0.457959"
"2009-01-30","30 Jan 2009","0.013882","1.397048","12.793759","-2.061189","11.410371","0.566842"
"2009-02-02","02 Feb 2009","0.051082","1.200306","13.093317","-1.537988","11.315957","0.758476"
"2009-02-03","03 Feb 2009","0.069320","1.168869","13.044087","-1.707584","11.259320","0.746960"
"2009-02-04","04 Feb 2009","0.207154","1.102534","12.939828","-1.780429","11.485518","0.648845"
"2009-02-05","05 Feb 2009","0.272727","0.961025","12.924382","-1.845417","11.566292","0.703763"
"2009-02-06","06 Feb 2009","0.278145","0.822744","13.195868","-1.580111","11.179554","0.699651"
"2009-02-09","09 Feb 2009","0.227996","0.884009","13.123817","-1.513684","11.130919","0.630563"
"2009-02-10","10 Feb 2009","0.199062","0.842521","13.273784","-1.287271","11.024328","0.847844"
"2009-02-11","11 Feb 2009","0.143727","0.890511","13.237341","-1.427886","10.944942","1.001481"
"2009-02-12","12 Feb 2009","0.399995","0.689526","12.298779","-1.535606","11.525821","0.728192"
"2009-02-13","13 Feb 2009","0.357871","0.765258","12.378704","-1.646666","11.310742","0.716194"
"2009-02-16","16 Feb 2009","0.312831","0.829108","12.371925","-1.929527","11.163553","0.789022"
"2009-02-17","17 Feb 2009","0.353590","0.748679","12.443084","-1.935481","11.152811","0.904341"
"2009-02-18","18 Feb 2009","0.404171","0.733240","12.364310","-1.913137","11.434245","0.873757"
"2009-02-19","19 Feb 2009","0.536720","0.612781","12.380705","-1.593863","11.752440","0.626912"
